Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
1,-0.6,1,-2,-,96,1.78,5.6,9.4,14.8,-, ,o, ,o
2,-1.9,0.2,-4.6,-,94,1.52,7.4,13.9,22.2,-, , , ,o
3,-2.4,-1.7,-3,-,94,0,6.1,11.9,22.2,-,o,o, ,o
4,,,,,,,,,,,o, , ,o
5,,,,,,,,,,, , , ,o
6,,,,,,,,,,, , , ,o
7,1.7,6,-1.4,-,96,0,5.6,21.5,28.7,-,o,o, ,o
8,1.3,6,-2,-,94,8.64,10,19.3,29.4,44.6,o,o, , 
9,-1.3,0,-2.3,-,88,4.32,10.6,20.9,29.4,-, ,o, , 
10,,,,,,,,,,,o,o, , 
11,,,,,,,,,,,o, , ,o
12,,,,,,,,,,,o,o, , 
13,1.1,5,-0.8,-,97,0,5.8,19.8,31.7,48.2,o,o, ,o
14,3,4.6,2,-,91,12.45,10.9,27.8,48.2,72.2,o,o, , 
15,1.8,3,0,-,96,5.84,7.6,15,29.4,-,o,o, , 
16,,,,,,,,,,,o,o, , 
17,,,,,,,,,,, ,o, , 
18,,,,,,,,,,,o,o, ,o
19,3.2,4.5,1.7,-,98,0.51,7.4,10.4,21.7,24.1,o, , , 
20,4.2,6,3,-,100,2.79,1.3,8.3,14.8,-,o, , ,o
21,6.2,7,5,-,99,1.02,1.9,12.2,20.6,-,o, , ,o
22,,,,,,,,,,,o, , ,o
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,,o, , , 
25,2.8,5.1,0,-,96,0.25,7.4,15.9,21.7,-,o, , ,o
26,3.6,6,0,-,91,0,8.4,19.6,29.4,44.6,o, , , 
27,3.5,5.1,2,-,94,3.56,10.1,18.1,28.7,42.4,o, , , 
28,,,,,,,,,,,o,o, , 
29,,,,,,,,,,,o,o, , 
30,,,,,,,,,,,o, , , 
31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
