Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
1,3.9,6,1,-,88,0,10.3,8.9,18.3,-, , , , 
2,4.3,7.4,0,-,80,0,8.4,17.2,25.2,42.4, , , , 
3,-0.1,3.2,-2.2,-,94,0,5.1,6.3,14.4,-, , , ,o
4,,,,,,,,,,,o, , ,o
5,,,,,,,,,,,o, , ,o
6,,,,,,,,,,,o,o, , 
7,2.3,4,-1,-,96,0.51,4.8,11.3,18.3,-,o,o, ,o
8,4.4,5.1,3.5,-,97,0.25,5.3,11.5,18,-,o, , ,o
9,3.8,8,1,-,84,0,9,9.6,18,-, , , , 
10,,,,,,,,,,, , , ,o
11,,,,,,,,,,, , , ,o
12,,,,,,,,,,, , , ,o
13,-1.2,0,-2,-,100,0,-,5.6,10.7,-, ,o, ,o
14,1.4,4.2,-2,-,98,2.54,3.2,10.2,22.2,-,o, , ,o
15,2.6,6.6,0,-,90,0,3.1,10,18,-, , , ,o
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,,o, , , 
19,6.3,8.4,2,-,92,7.87,8.2,16.1,25.9,-,o, , , 
20,2.9,5.1,1,-,94,0,7.6,11.1,21.7,46.5,o, , ,o
21,1.4,3,-0.3,-,95,0,6.6,13.9,20.6,-, , , ,o
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,,o, , , 
25,6.3,9.4,3.8,-,95,10.92,9.5,15.2,32.4,48.2,o, , , 
26,4.2,5,2,-,95,0,7.2,8.3,18,-,o, , , 
27,4.7,9,1.9,-,93,0.25,9.2,20.6,29.4,48.2,o, , , 
28,,,,,,,,,,,o, , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,,o, , ,o
31,3.2,5.1,1,-,78,0,10.8,11.3,18.3,-,o, , , 
