Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
1,0.7,2.1,-0.1,-,86,0,8.2,15.2,24.1,35.9, , , , 
2,0.2,3.6,-1,-,76,0,9.8,10.6,18.3,32.4, , , , 
3,-0.1,4.5,-3.3,-,83,0,8,16.7,22.2,28.7, , , ,o
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,9.7,13.8,6,-,74,0,9.2,7,18,28.7,o, , , 
8,9.6,13.1,7,-,87,0,9,10.4,20.6,28.7,o, , , 
9,8.9,13.1,5,-,84,1.02,10.3,14.8,25.2,35.9,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, ,o, , 
12,,,,,,,,,,, ,o, , 
13,-3.4,1.5,-7.2,-,67,0.76,9.8,13.7,20.6,35.9, ,o, , 
14,-2.8,2.5,-7.3,-,83,0.76,8.4,8.5,21.7,32.4, ,o, , 
15,-3.2,2,-11,-,69,0,10.5,9.4,18.3,28.7, , , , 
16,,,,,,,,,,, ,o, , 
17,,,,,,,,,,,o,o, , 
18,,,,,,,,,,,o, , ,o
19,3.4,7.2,1.4,-,87,4.32,10.6,14.6,25.9,39.6,o, , , 
20,2.4,5,0.7,-,96,13.97,6.1,13.1,28.7,46.5,o,o, , 
21,1.6,6.2,-2,-,80,0.51,7.2,11.9,21.7,43.2, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, ,o, , 
24,,,,,,,,,,, ,o, , 
25,-0.9,2.7,-3,-,61,0,10.6,20.6,25.9,39.6, ,o, , 
26,-1.6,0.6,-4,-,63,0,10.8,16.5,25.2,32.4, , , , 
27,-0.7,3,-5,-,62,0,11.1,12,22.2,32.4, , , , 
28,,,,,,,,,,, ,o, , 
29,,,,,,,,,,, ,o, , 
30,,,,,,,,,,, , , , 
31,-0.1,2.7,-3,-,71,0,9.2,14.4,22.2,35.9, ,o, , 
