Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
1,4.5,5.7,2.5,-,95,0.51,5.6,16.3,24.1,-,o, , ,o
2,1.8,3.2,-2,-,79,1.02,10.5,14.1,21.7,42.4,o,o, , 
3,0.7,3.2,-3.3,-,86,0,8.5,13,18.3,33.5, , , , 
4,,,,,,,,,,,o,o, , 
5,,,,,,,,,,,o,o, ,o
6,,,,,,,,,,,o, , , 
7,2.9,5,1,-,89,-,6.1,13.3,27.8,-,o, , ,o
8,4.2,6,1,-,89,4.06,8.5,20.9,28.7,46.5,o,o, , 
9,1.5,4,0,-,82,3.05,9.2,20.2,28.7,50,o,o, , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,,o,o, ,o
12,,,,,,,,,,,o, , , 
13,6.4,8,4.4,-,96,5.08,4.8,25.2,35.2,51.9,o, , , 
14,3.6,5.2,1,-,86,2.79,10.8,15.9,22.2,42.4,o, , , 
15,2.9,4.2,0.7,-,92,-,9.2,15.2,22.2,-,o, , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,,o,o, , 
18,,,,,,,,,,, ,o, ,o
19,-2.3,1,-5,-,80,0,14.5,11.3,18,-, , , , 
20,-3.7,-1,-6.1,-,82,0,10.5,13.1,18,-, , , , 
21,-3.7,0.1,-6.4,-,75,0,9,10.4,18,-, , , , 
22,,,,,,,,,,, ,o, ,o
23,,,,,,,,,,, ,o, ,o
24,,,,,,,,,,, ,o, , 
25,-1.9,0,-4.4,-,95,-,3.1,13.7,24.1,-,o,o, , 
26,2.2,4,-1.2,-,99,0.76,2.6,18,28.7,-,o,o, ,o
27,3.4,5,0,-,94,10.92,7.4,22.8,33.5,51.9,o,o, , 
28,,,,,,,,,,,o,o, , 
29,,,,,,,,,,, ,o, , 
30,,,,,,,,,,, ,o, ,o
31,-1.8,0,-4.3,-,94,3.56,4.7,12.4,25.2,38.9, ,o, , 
